id	item	results	timestamp
1216	<item>\n    <title>High solubility supports efficient refolding of thermally unfolded ÃŽÂ²-lactamase.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20875445&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>High solubility supports efficient refolding of thermally unfolded ÃŽÂ²-lactamase.</b></p>\n        <p>Int J Biol Macromol. 2010 Sep 24;</p>\n        <p>Authors:  Arakawa T, Tokunaga H, Yamaguchi R, Tokunag M</p>\n        <p>Fusion technology is widely used to enhance soluble expression of recombinant proteins. We have shown before that halophilic ÃŽÂ²-lactamase (BLA) is an ideal candidate as a fusion partner. Here we have examined its thermal unfolding and refolding as a function of salt concentration. The thermal stability significantly increased as the salt concentration was increased from 0.2 to 1.84M. Conversely, while reversibility of thermal unfolding was high at least up to 0.65M salt, it was largely lost at 1.84M. This was due to aggregation of thermally unfolded BLA. The addition of 3M urea suppressed aggregation, which in turn resulted in restoration of reversible refolding of heat-denatured protein.</p>\n        <p>PMID: 20875445 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Arakawa T, Tokunaga H, Yamaguchi R, Tokunag M</author>\n    <category>Int J Biol Macromol</category>\n    <guid isPermaLink="false">PubMed:20875445</guid>\n</item>	0	1287155071
1217	<item>\n    <title>Amino Acid Residues Important for Folding of Thioredoxin Are Revealed Only by Study of the Physiologically Relevant Reduced Form of the Protein.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20873718&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Amino Acid Residues Important for Folding of Thioredoxin Are Revealed Only by Study of the Physiologically Relevant Reduced Form of the Protein.</b></p>\n        <p>Biochemistry. 2010 Sep 27;</p>\n        <p>Authors:  Huber D, Chaffotte A, Eser M, Planson AG, Beckwith J</p>\n        <p>Thioredoxin-1 from Escherichia coli has frequently been used as a model substrate in protein folding studies. However, for reasons of convenience, these studies have focused largely on oxidized thioredoxin and not on reduced thioredoxin, the more physiologically relevant species. Here we describe the first extensive characterization of the refolding kinetics and conformational thermodynamics of reduced thioredoxin. We have previously described a genetic screen that yielded mutant thioredoxin proteins that fold more slowly in both the oxidized and reduced forms. In this study, we apply our more detailed analysis of reduced thioredoxin folding to a larger number of folding mutants that includes those obtained from continuation of the genetic screen. We have identified mutant proteins that display folding defects specifically in the reduced state but not the oxidized state. Some of these substitutions represent unusual folding mutants in that they result in semiconservative substitutions at solvent-exposed positions in the folded conformation and do not appear to affect the conformational stability of the protein. Further, the genetic selection yields mutants at only a limited number of sites, pointing to perhaps the most critical amino acids in the folding pathway and underscoring, in particular, the role of the carboxy-terminal amino acids in the folding of thioredoxin. Our results demonstrate the importance of studying the physiologically relevant folding species.</p>\n        <p>PMID: 20873718 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Huber D, Chaffotte A, Eser M, Planson AG, Beckwith J</author>\n    <category>Biochemistry</category>\n    <guid isPermaLink="false">PubMed:20873718</guid>\n</item>	12	1287155071
1218	<item>\n    <title>[Renaturation with simultaneous purification of the recombinant human Flt3 ligand from inclusion bodies by high performance hydrophobic interaction chromatography]</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20873571&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>[Renaturation with simultaneous purification of the recombinant human Flt3 ligand from inclusion bodies by high performance hydrophobic interaction chromatography]</b></p>\n        <p>Se Pu. 2010 Jun;28(6):535-40</p>\n        <p>Authors:  Jia J, Wang L, Gao D, Geng X</p>\n        <p>Flt3 ligand (FL) is a class of cytokines with the functions of promoting early hematopoiesis. It has important clinical value in promoting growth and development of hematopoietic cells and hematopoietic mobilization. In order to obtain large quantities of recombinant human FL (rhFL) by genetic engineering methods for clinic and research, in this work, rhFL was expressed in E. coli as inclusion bodies. The inclusion bodies were recovered, cleaned and solubilized in 8 mol/L urea, the solubilized rhFL was renatured by high performance hydrophobic interaction chromatography (HPHIC) with simultaneous purification, the retention feature and renaturation regularity were studied. The results showed that when the denatured protein concentration was 8.51 g/L, and the end group of stationary phase was PEG800, under the conditions of mobile phase of pH 7.0 and with the addition of 4 mol/L urea, 1.8 mmol/L glutathione (GSH) and 0.3 mmol/L oxidative glutathione (GSSG), a mass recovery of 36.9% and a purity of 94.5% were obtained after refolding with simultaneous purification. The obtained rhFL was successfully renatured with simultaneous purification in only one step of HPHIC, and it provided a foundation for the manufacturing of high quality rhFL.</p>\n        <p>PMID: 20873571 [PubMed - in process]</p>\n    ]]></description>\n    <author> Jia J, Wang L, Gao D, Geng X</author>\n    <category>Se Pu</category>\n    <guid isPermaLink="false">PubMed:20873571</guid>\n</item>	45	1287217431
1219	<item>\n    <title>A Tandem Repeat of a Fragment of Listeria monocytogenes Internalin B Protein Induces Cell Survival and Proliferation.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20889677&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>A Tandem Repeat of a Fragment of Listeria monocytogenes Internalin B Protein Induces Cell Survival and Proliferation.</b></p>\n        <p>Am J Physiol Lung Cell Mol Physiol. 2010 Oct 1;</p>\n        <p>Authors:  Mungunsukh O, Lee YH, Marquez AP, Cecchi F, Bottaro DP, Day RM</p>\n        <p>Hepatocyte growth factor (HGF) is critical for tissue homeostasis and repair in the lung. HGF is a heterodimeric protein containing 20 disulfide bonds distributed among an amino-terminal hairpin, four kringle domains, and a serine protease-like domain. Due to its complex structure, recombinant production of HGF in prokaryotes requires denaturation and refolding, processes that are impractical for large-scale manufacture. Thus, pharmaceutical quantities of HGF are not available despite its potential applications. A fragment of the Listeria monocytogenes internalin B protein from amino acids 36-321 (InlB(36-321)) was demonstrated to bind to and partially activate the HGF receptor Met. InlB(36-321) has a stable ÃŽÂ²-sheet structure and is easily produced in its native conformation by E. coli. We cloned InlB(36-321) (1ÃƒÂ—InlB(36-321)), and engineered a head-to-tail repeat of InlB(36-321) with a linker peptide (2ÃƒÂ—InlB(36-321)). 1ÃƒÂ—InlB(36-321) and 2ÃƒÂ—InlB(36-321) were purified from E. coli. Both 1ÃƒÂ— and 2ÃƒÂ—InlB(36-321) activated the Met tyrosine kinase. We subsequently compared signal transduction of the two proteins in primary lung endothelial cells. 2ÃƒÂ—InlB(36-321) activated ERK1/2, STAT3, and phosphatidylinositol 3-kinase/Akt pathways, whereas 1ÃƒÂ—InlB(36-321) activated only STAT3 and ERK1/2. 2ÃƒÂ—InlB(36-321) promoted improved motility compared with 1ÃƒÂ—InlB(36-321), and additionally stimulated proliferation equivalent to full length HGF. Both the 1ÃƒÂ— and 2ÃƒÂ—InlB(36-321) prevented apoptosis by the pro-fibrotic peptide angiotensin II in cell culture and ex vivo lung slice cultures. The ease of large scale production and capacity of 2ÃƒÂ—InlB(36-321) to mimic HGF make it a potential candidate as a pharmaceutical agent for tissue repair.</p>\n        <p>PMID: 20889677 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Mungunsukh O, Lee YH, Marquez AP, Cecchi F, Bottaro DP, Day RM</author>\n    <category>Am J Physiol Lung Cell Mol Physiol</category>\n    <guid isPermaLink="false">PubMed:20889677</guid>\n</item>	7	1287208794
1220	<item>\n    <title>Recombinant human TAT-OP1 to enhance NGF neurogenic potential: preliminary studies on PC12 cells.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20889531&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Recombinant human TAT-OP1 to enhance NGF neurogenic potential: preliminary studies on PC12 cells.</b></p>\n        <p>Protein Eng Des Sel. 2010 Oct 1;</p>\n        <p>Authors:  Di Liddo R, Grandi C, Venturini M, Dalzoppo D, Negro A, Conconi MT, Parnigotto PP</p>\n        <p>Osteogenic protein 1 (OP1), also known as bone morphogenic protein-7 (BMP7), is a multifunctional cytokine with demonstrated neurogenic potential. As the recombinant OP1 (rhOP1) was shown to provide axonal guidance cues and to prevent the reduction of dendritic growth in the injury-induced cortical cultures, it was suggested that an in vivo efficient rhOP1 delivery could enhance neurite growth and functional reconnectivity in the damaged brain. In the present work, we engineered a chimeric molecule in which rhBMP7 was fused to a protein transduction domain derived from HIV-1 TAT protein to deliver the denatured recombinant BMP7 into cells and obtain its chaperone-mediated folding, circumventing the expensive and not much efficient in vitro refolding procedures. When tested on rat PC12 cells, a widely used in vitro neurogenic differentiation model, the resulting fusion protein (rhTAT-OP1) demonstrated to enter fastly into the cells, lose HIV-TAT sequence and interact with membrane receptors activating BMP pathway by SMAD 1/5/8 phosphorylation. In comparison with nerve growth factor (NGF) and BMP7, it proved itself effective to induce the formation of more organized H and M neurofilaments. Moreover, if used in combination with NGF, it stimulated a significant (P &lt; 0.05) and more precocious dendritic outgrowth with respect to NGF alone. These results indicate that rhTAT-OP1 fused with TAT trasduction domain shows neurogenic activity and may be a promising enhancer factor in NGF-based therapies.</p>\n        <p>PMID: 20889531 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Di Liddo R, Grandi C, Venturini M, Dalzoppo D, Negro A, Conconi MT, Parnigotto PP</author>\n    <category>Protein Eng Des Sel</category>\n    <guid isPermaLink="false">PubMed:20889531</guid>\n</item>	44	1287477300
1221	<item>\n    <title>Mitochondrial protein quality control systems in aging and disease.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20886760&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Mitochondrial protein quality control systems in aging and disease.</b></p>\n        <p>Adv Exp Med Biol. 2010;694:108-25</p>\n        <p>Authors:  Luce K, Weil AC, Osiewacz HD</p>\n        <p>Preserving the integrity of proteins, biomolecules prone to molecular damage, is a fundamental function of all biological systems. Impairments in protein quality control (PQC) may lead to degenerative processes, such as aging and various disorders and diseases. Fortunately, cells contain a hierarchical system of pathways coping protein damage. Specific molecular pathways detect misfolded proteins and act either to unfold or degrade them. Degradation of proteins generates peptides and amino acids that can be used for remodelling of impaired pathways and cellular functions. At increased levels of cellular damage whole organelles can be removed via autophagy, a process that depends on the activity oflysosomes. In addition, cells may undergo apoptosis, a form of programmed cell death, which in single-cellular and lower multicellular organisms can lead to death of the individual. Molecular damage of cellular compartments is mainly caused by reactive oxygen species (ROS). ROS is generated via different cellular pathways and frequently arises in the mitochondrial electron transport chain as a by-product of oxygenic energy transduction. Consequently, mitochondrial proteins are under high risk to become damaged. Perhaps for this reason mitochondria contain a very efficient PQC system that keeps mitochondrial proteins functional as long as damage does not reach a certain threshold and the components of this system themselves are not excessively damaged. The mitochondrial PQC system consists of chaperones that counteract protein aggregation through binding and refolding misfolded polypeptides and of membrane-bound and soluble ATP-dependent proteases that are involved in degradation of damaged proteins. During aging and in neurodegenerative diseases components of this PQC system, including Lon protease present in the mitochondrial matrix, become functionally impaired. In this chapter we summarise the current knowledge of cellular quality control systems with special emphasis on the role of the mitochondrial PQC system and its impact on biological aging and disease.</p>\n        <p>PMID: 20886760 [PubMed - in process]</p>\n    ]]></description>\n    <author> Luce K, Weil AC, Osiewacz HD</author>\n    <category>Adv Exp Med Biol</category>\n    <guid isPermaLink="false">PubMed:20886760</guid>\n</item>	12	1287477300
1222	<item>\n    <title>Proteasome function determines cellular homeostasis and the rate of aging.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20886755&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Proteasome function determines cellular homeostasis and the rate of aging.</b></p>\n        <p>Adv Exp Med Biol. 2010;694:38-46</p>\n        <p>Authors:  Chondrogianni N, Gonos ES</p>\n        <p>Homeostasis is a key feature of cellular lifespan. Maintenance of cellular homeostasis influences the rate of aging and its efficiency is determined by the cooperation between protein stability and resistance to stress, protein refolding, protein repair and proteolysis of damaged proteins. Protein degradation is predominately catalyzed by the proteasome which is responsible for cell clearance of abnormal, denatured or in general damaged proteins as well as for the regulated degradation of short-lived proteins. Impaired proteasome function has been tightly correlated to aging both in vivo and in vitro and thus, emphasis has been given recently in identifying ways of its activation. A number of studies have shown that the proteasome can be activated by genetic manipulations as well as by factors that affect either its conformation and stability or the expression of its subunits and the rate of proteasome assembly. This "readjustment" has been shown to have a great impact on retention of cellular homeostasis since it promotes lifespan extension. This chapter focuses on protein homeostasis and its direct link to proteasome function, dysfunction and manipulation and provides insights regarding the activation of proteasome-mediated protein degradation that, in turn, ensures health maintenance.</p>\n        <p>PMID: 20886755 [PubMed - in process]</p>\n    ]]></description>\n    <author> Chondrogianni N, Gonos ES</author>\n    <category>Adv Exp Med Biol</category>\n    <guid isPermaLink="false">PubMed:20886755</guid>\n</item>	20	1287566147
1223	<item>\n    <title>Nondenaturing purification of co-transcriptionally folded RNA avoids common folding heterogeneity.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20886091&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=20886091">Related Articles</a></td></tr></table>\n        <p><b>Nondenaturing purification of co-transcriptionally folded RNA avoids common folding heterogeneity.</b></p>\n        <p>PLoS One. 2010;5(9):</p>\n        <p>Authors:  Pereira MJ, Behera V, Walter NG</p>\n        <p>Due to the energetic frustration of RNA folding, tertiary structured RNA is typically characterized by a rugged folding free energy landscape where deep kinetic barriers separate numerous misfolded states from one or more native states. While most in vitro studies of RNA rely on (re)folding chemically and/or enzymatically synthesized RNA in its entirety, which frequently leads into kinetic traps, nature reduces the complexity of the RNA folding problem by segmental, co-transcriptional folding starting from the 5' end. We here have developed a simplified, general, nondenaturing purification protocol for RNA to ask whether avoiding denaturation of a co-transcriptionally folded RNA can reduce commonly observed in vitro folding heterogeneity. Our protocol bypasses the need for large-scale auxiliary protein purification and expensive chromatographic equipment and involves rapid affinity capture with magnetic beads and removal of chemical heterogeneity by cleavage of the target RNA from the beads using the ligand-induced glmS ribozyme. For two disparate model systems, the Varkud satellite (VS) and hepatitis delta virus (HDV) ribozymes, we achieve &gt;95% conformational purity within one hour of enzymatic transcription, without the need for any folding chaperones. We further demonstrate that in vitro refolding introduces severe conformational heterogeneity into the natively-purified VS ribozyme but not into the compact, double-nested pseudoknot fold of the HDV ribozyme. We conclude that conformational heterogeneity in complex RNAs can be avoided by co-transcriptional folding followed by nondenaturing purification, providing rapid access to chemically and conformationally pure RNA for biologically relevant biochemical and biophysical studies.</p>\n        <p>PMID: 20886091 [PubMed - in process]</p>\n    ]]></description>\n    <author> Pereira MJ, Behera V, Walter NG</author>\n    <category>PLoS One</category>\n    <guid isPermaLink="false">PubMed:20886091</guid>\n</item>	28	1287653403
1224	<item>\n    <title>Expression, refolding, and initial structural characterization of the Y. pestis Ail outer membrane protein in lipids.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20883662&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=20883662">Related Articles</a></td></tr></table>\n        <p><b>Expression, refolding, and initial structural characterization of the Y. pestis Ail outer membrane protein in lipids.</b></p>\n        <p>Biochim Biophys Acta. 2010 Sep 27;</p>\n        <p>Authors:  Plesniak LA, Mahalakshmi R, Rypien C, Yang Y, Racic J, Marassi FM</p>\n        <p>Ail is an outer membrane protein and virulence factor of Yersinia pestis, an extremely pathogenic, category A biothreat agent, responsible for precipitating massive human plague pandemics throughout history. Due to its key role in bacterial adhesion to host cells and bacterial resistance to host defense, Ail is a key target for anti-plague therapy. However, little information is available about the molecular aspects of its function and interactions with the human host, and the structure of Ail is not known. Here we describe the recombinant expression, purification, refolding, and sample preparation of Ail for solution and solid-state NMR structural studies in lipid micelles and lipid bilayers. The initial NMR and CD spectra show that Ail adopts a well-defined transmembrane ÃŽÂ²-sheet conformation in lipids.</p>\n        <p>PMID: 20883662 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Plesniak LA, Mahalakshmi R, Rypien C, Yang Y, Racic J, Marassi FM</author>\n    <category>Biochim Biophys Acta</category>\n    <guid isPermaLink="false">PubMed:20883662</guid>\n</item>	76	1287800377
1225	<item>\n    <title>Mutagenesis analyses explore residues responsible for the neurotoxic and anticoagulant activities of Trimucrotoxin, a pit-viper venom Asn(6)-phospholipase A(2).</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20920547&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Mutagenesis analyses explore residues responsible for the neurotoxic and anticoagulant activities of Trimucrotoxin, a pit-viper venom Asn(6)-phospholipase A(2).</b></p>\n        <p>Biochimie. 2010 Oct 1;</p>\n        <p>Authors:  Tsai IH, Wang YM, Hseu MJ</p>\n        <p>Trimucrotoxin (TmCT) is an Asn(6)-containing phospholipase A(2) (PLA(2)) from Protobothrops mucrosquamatus (pitviper) venom. In an attempt to characterize the amino acid residues responsible for the neurotoxic and anticoagulant activities of TmCT, the recombinant fusion proteins of TmCT wild type and mutants were expressed in Escherichia coli. Correct refolding and processing of 37 TmCT mutants were confirmed by their HPLC retention times, circular dichroism spectra, and masses obtained from ESI-MS spectrometry. Each mutant was assayed by pH-stat titration using zwitterionic as well as anionic micelle substrates, and the neurotoxicity was evaluated by using the contractile responses of chick biventer-cervicis muscles. The results demonstrated that the residues Asn(1), Asn(6), Lys(7), Ile(11), Met(12), Gly(53), Thr(79), His(108) and Met(118) are important to TmCT neurotoxicity. Through various tests, we also confirmed that enzymatic activity, as opposed to binding to Factor Xa, was a necessary part of TmCT's anticoagulant effect. In addition, pulldown assays of the WT and selected mutants revealed that TmCT's in vitro binding to crotoxin acidic subunit may involve a broad surface area. We conclude that the hot spot mutations at specific positions 53, 79, 108, and 118 during the pitviper Asn(6)-PLA(2) evolution regulate their neurotoxicities, and that many of the neurotoxic-site residues and the anticoagulant mechanism of TmCT are different from those of ammodytoxin A (a true-viper venom neurotoxic PLA(2)).</p>\n        <p>PMID: 20920547 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Tsai IH, Wang YM, Hseu MJ</author>\n    <category>Biochimie</category>\n    <guid isPermaLink="false">PubMed:20920547</guid>\n</item>	0	1288065386
1226	<item>\n    <title>Consistent picture of the reversible thermal unfolding of hen egg-white lysozyme from experiment and molecular dynamics.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20923660&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Consistent picture of the reversible thermal unfolding of hen egg-white lysozyme from experiment and molecular dynamics.</b></p>\n        <p>Biophys J. 2010 Oct 6;99(7):2255-63</p>\n        <p>Authors:  Meersman F, Atilgan C, Miles AJ, Bader R, Shang W, Matagne A, Wallace BA, Koch MH</p>\n        <p>Synchrotron radiation circular dichroism, Fourier transform infrared, and nuclear magnetic resonance spectroscopies, and small-angle x-ray scattering were used to monitor the reversible thermal unfolding of hen egg white lysozyme. The results were compared with crystal structures and high- and low-temperature structures derived from molecular-dynamics calculations. The results of both experimental and computational methods indicate that the unfolding process starts with the loss of Î²-structures followed by the reversible loss of helix content from âˆ¼40% at 20Â°C to 27% at 70Â°C and âˆ¼20% at 77Â°C, beyond which unfolding becomes irreversible. Concomitantly there is a reversible increase in the radius of gyration of the protein from 15Â Ã… to 18 Ã…. The reversible decrease in forward x-ray scattering demonstrates a lack of aggregation upon unfolding, suggesting the change is due to a larger dilation of hydration water than of bulk water. Molecular-dynamics simulations suggest a similar sequence of events and are in good agreement with the (1)H(N) chemical shift differences in nuclear magnetic resonance. This study demonstrates the power of complementary methods for elucidating unfolding/refolding processes and the nature of both the unfolded structure, for which there is no crystallographic data, and the partially unfolded forms of the protein that can lead to fibril formation and disease.</p>\n        <p>PMID: 20923660 [PubMed - in process]</p>\n    ]]></description>\n    <author> Meersman F, Atilgan C, Miles AJ, Bader R, Shang W, Matagne A, Wallace BA, Koch MH</author>\n    <category>Biophys J</category>\n    <guid isPermaLink="false">PubMed:20923660</guid>\n</item>	33	1288164878
1227	<item>\n    <title>Ion-exchange chromatographic protein refolding.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20933240&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Ion-exchange chromatographic protein refolding.</b></p>\n        <p>J Chromatogr A. 2010 Sep 19;</p>\n        <p>Authors:  Freydell EJ, van der Wielen L, Eppink M, Ottens M</p>\n        <p>The application of ion-exchange (IEX) chromatography to protein refolding (IExR) has been successfully proven, as supported by various studies using different model proteins, ion-exchange media and flow configurations. Ion-exchange refolding offers a relatively high degree of process intensification, represented by the possibility of performing protein refolding, product purification and product concentration, in one unit operation. Besides its high degree of process intensification, IExR offers an additional set of key advantages including: spatial isolation of the bound protein molecules and the controllable change in chemical composition using gradients. Despite of the acknowledgement of the former advantages, the lack of mechanistic understanding on how they influence the process performance of the ion-exchange refolding reactor, limits the ability to exploit them in order to optimize the performance of the unit. This paper presents a quantitative analysis that assesses the effect that the spatial isolation and the urea gradient, have on the IExR performance, judged on the basis of the refolding yield (Y(N)) and the fractional mass recovery (f(Prot,Rec)). Additionally, this work discusses the effect of the protein load, the protein loading state (i.e., native, denatured, denatured and reduced (D&amp;R)) and the adsorbent type on f(Prot,Rec). The presented work shows: (1) that the protein load has a direct effect on f(Prot,Rec), and the magnitude of this effect depends on the loading state of the protein solution and the adsorbent type; (2) that irrespectively of the type of adsorbent used, the saturation capacity of a denatured protein is less than the native protein and that this difference can be linked to differences in accessible binding surface area; (3) that there is a clear correlation between fractional surface coverage (Î¸) and f(Prot,Rec), indicating that the former could serve as a good descriptor to assess spatial isolation, and (4) that the urea gradient has a direct link with the variations on the refolding yield, and this link can be quantitatively estimated using as descriptor the urea gradient slope (Î¾). Overall, the information provided in this paper aims at the eventual development of rational design or selection strategies of ion-exchange media for the satisfactory and successful refolding of a target protein.</p>\n        <p>PMID: 20933240 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Freydell EJ, van der Wielen L, Eppink M, Ottens M</author>\n    <category>J Chromatogr A</category>\n    <guid isPermaLink="false">PubMed:20933240</guid>\n</item>	0	1288339900
1228	<item>\n    <title>Mouse apoM displays an unprecedented 7-stranded lipocalin fold - Folding decoy or alternative native fold?</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=20932978&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/></tr></table>\n        <p><b>Mouse apoM displays an unprecedented 7-stranded lipocalin fold - Folding decoy or alternative native fold?</b></p>\n        <p>J Mol Biol. 2010 Oct 5;</p>\n        <p>Authors:  Sevvana M, Kassler K, Josefin A, Weiler S, DahlbÃ¤ck B, Sticht H, Muller YA</p>\n        <p>Mouse apoM (m-apoM) displays 79 % sequence identity to human apoM (h-apoM). Both proteins are HDL-associated apolipoproteins with similar anticipated biological functions. The structure of h-apoM has recently been determined by X-ray crystallography and revealed that h-apoM displays, as expected, a lipocalin-like fold characterized by an 8-stranded Î²â€‘barrel that encloses an internal fatty acid-binding site. Surprisingly, this is not true for mâ€‘apoM. After refolding from inclusion bodies, the crystal structure of m-apoM reported here at 2.5 Ã… resolution displays a novel yet unprecedented 7-stranded Î²-barrel structure. The fold difference is not caused by a mere deletion of a single Î²-strand; instead, Î²-strands E and F are removed and replaced by a single Î²-strand A' formed from residues from the Nâ€‘terminus. Molecular dynamics simulations suggest that m-apoM is able to adopt both a 7â€‘stranded and an 8-stranded barrel structure in solution and that both folds are comparably stable. Thermal unfolding simulations identify the position where the Î²-strand exchange occurs as the weak point of the Î²-barrel. We wonder whether the switch in topology could have a biological function and facilitate ligand release since it goes in hand with a narrowing of the barrel diameter. Possibly also, the observed conformation represents an on-pathway or off-pathway folding intermediate of apoM. The difference in fold topology is quite remarkable, and the fold promiscuity observed for m-apoM might possibly provide a glimpse at potential crosspoints during the evolution of Î²-barrels.</p>\n        <p>PMID: 20932978 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Sevvana M, Kassler K, Josefin A, Weiler S, DahlbÃ¤ck B, Sticht H, Muller YA</author>\n    <category>J Mol Biol</category>\n    <guid isPermaLink="false">PubMed:20932978</guid>\n</item>	252	1288430019
