report_id	journal_id	authors	year	title	volume	pages	pubmed	notes	user_id
517	10	Calalb, M. B., Fox, D. T., Hanks, S. K.	1992	Molecular Cloning and Enzymatic Analysis of the Rat Homolog of "PhK-gammaT," an isoform of Phosphorylase Kinase Catalytic Subunit	267	1455-1463	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1370475&query_hl=257&itool=pubmed_docsum	n/a	254
518	26	Calderone, V., Trabucco, M., Menin, V., Negro, A., Zanotti, G.	2002	Cloning of human 3-hydroxyanthranilic acid dioxygenase in Escherichia coli: characterisation of the purified enzyme and its in vitro inhibition by Zn2+.	1596	283-292	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12007609&query_hl=259&itool=pubmed_docsum	n/a	254
519	15	Yang J, Koga Y, Nakano H, Tamane T	2002	Modifying the chain-length selectivity of the lipase from Burkholderia cepacia KWI-56 through in vitro combinatorial mutagenesis in the substrate-binding site	15	147-152	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11917151&query_hl=261&itool=pubmed_docsum	n/a	71
520	9	Yang X, Hu W, Li F, Xia H, Zhang Z	2005	Gene cloning, bacterial expression, in vitro refolding, and characterization of a single-chain Fv antibody against PreS1(21-47) fragment of HBsAg	41	341-348	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15866720&query_hl=264&itool=pubmed_docsum	n/a	71
521	2	Ye QZ, Johnson LL, Hupe DJ, Baragi V	1992	Purification and characterization of the human stromelysin catalytic domain expressed in Escherichia coli	31	11231-11235	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1445862&query_hl=266&itool=pubmed_docsum	n/a	71
522	9	Cao P, Mei JJ, Diao ZY, Zhang SQ	2005	Expression, refolding, and characterization of human soluble BAFF synthesized in Escherichia coli	41	199-206	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15802238&query_hl=268&itool=pubmed_docsum	n/a	71
523	118	Chitpinityol S, Goode D, Crabbe MJC	1998	Studies on the binding of alpha-crystallin to recombinant prochymosins and chymosin	4	1-7	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9485484&query_hl=270&itool=pubmed_docsum	n/a	71
524	82	Chung C, Varnerin JP, Morin NR, MacNeil DJ, Singh SB, Patel S, Scapin G, Van der Ploeg L, Tota MR	2003	The role of tryptophan 1072 in human PDE3B inhibitor binding	307	1045-1050	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12878217&query_hl=272&itool=pubmed_docsum	n/a	71
525	7	Chang S, Kim D, Choi K, Shin J, Shin H	1998	Human insulin production from a novel mini-proinsulin which has high receptor-binding activity	329	631-635	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9445392&query_hl=276&itool=pubmed_docsum	n/a	71
526	3	Chen G, Gouaux E	1997	Overexpression of a glutamate receptor (GluR2) ligand binding domain in Escherichia coli: application of a novel protein folding screen	94	13431-13436	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9391042&query_hl=278&itool=pubmed_docsum	n/a	71
527	6	Chen G, Su Y, Jin R, Gouaux E	1998	Probing the ligand binding domain of the GluR2 receptor by proteolysis and deletion mutagenesis defines domain boundaries and yields a crystallizable construct	7	2623-2630	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9865957&query_hl=280&itool=pubmed_docsum	n/a	71
528	10	Holm MM, Naur P, Vestergaard B, Geballe MT, Gajhede M, Kastrup JS, Traynelis SF, Egebjerg J	2005	A binding site tyrosine shapes desensitization kinetics and agonist potency at GluR2. A mutagenic, kinetic, and crystallographic study.	280	35469-35476	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16103115&query_hl=282&itool=pubmed_docsum	n/a	71
529	119	Diaz-Collier JA, Palmier MO, Kretzmer KK, Bishop BF, Combs RG, Obukowicz MG, Fraier RB, Bild GS, Joy WD, Hill SR, Duffin KL, Gustafson ME, Junger KD, Grabner RW, Galluppi GR, Wun T	1994	Refold and characterization of recombinant tissue factor pathway inhibitor expressed in Escherichia coli	3	339-46	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8029799&query_hl=284&itool=pubmed_docsum	n/a	71
530	120	Chen HH, Vicente CP, He L, Tollefsen DM, Wun TC	2005	Fusion proteins comprising annexin V and Kunitz protease inhibitors are highly potent thrombogenic site-directed anticoagulants	105	3902-3909	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15677561&query_hl=286&itool=pubmed_docsum	n/a	71
531	89	Choi NW, Estes MK, Langridge WH	2005	Oral immunization with a shiga toxin B subunit: rotavirus NSP4(90) fusion protein protects mice against gastroenteritis	23	5168-76	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16040169&query_hl=289&itool=pubmed_docsum	n/a	71
532	89	Choi NW, Estes MK, Langridge WH	2005	Oral immunization with a shiga toxin B subunit: rotavirus NSP4(90) fusion protein protects mice against gastroenteritis	23	5168-76	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1604016	n/a	71
533	10	Choi YJ, Ryu KS, Ko YM, Chae YK, Pelton JG, Wemmer DE, Choi BS	2005	Biophysical characterization of the interaction domains and mapping of the contact residues in the XPF-ERCC1 complex	280	28644-28652	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15932882&query_hl=291&itool=pubmed_docsum	n/a	71
534	80	Christinger HW, Muller YA, Berleau LT, Keyt BA, Cunningham BC, Ferrara N, de Vos AM.	1996	Crystallization of the receptor binding domain of vascular endothelial growth factor.	26	353-357	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8953654&query_hl=295&itool=pubmed_docsum	n/a	71
535	3	Chilkoti A, Tan PH, Stayton PS	1995	Site-directed mutagenesis studies of the high-affinity streptavidin-biotin complex: contributions of tryptophan residues 79, 108, and 120	92	1754-1758	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=7878054&query_hl=297&itool=pubmed_docsum	n/a	71
536	6	Chu V, Freitag S, Le Trong I, Stenkamp RE, Stayton PS	1998	Thermodynamic and structural consequences of flexible loop deletion by circular permutation in the streptavidin-biotin system	7	848-859	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9568892&query_hl=104&itool=pubmed_docsum	n/a	71
537	2	Conlan S, Zhang Y, Cheley S, Bayley H	2000	Biochemical and biophysical characterization of OmpG: A monomeric porin	39	11845-11854	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11009596&query_hl=4&itool=pubmed_docsum	n/a	71
538	9	Colleluori DM, Tien D, Kang F, Pagliei T, Kuss R, McCormick T, Watson K, McFadden K, Chaiken I, Buckheit RW, Romano JW	2005	Expression, purification, and characterization of recombinant cyanovirin-N for vaginal anti-HIV microbicide development	39	229-236	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15642474&query_hl=9&itool=pubmed_docsum	n/a	71
539	18	Connaris H, Chaudhuri JB, Danson MJ, Hough DW	1999	Expression, reactivation, and purification of enzymes from Haloferax volcanii in Escherichia coli	64	38-45	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10397837&query_hl=13&itool=pubmed_docsum	n/a	71
540	2	Conner GE, Richo G	1992	Isolation and characterization of a stable activation intermediate of the lysosomal aspartyl protease cathepsin D	31	1142-1177	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=1734961&query_hl=15&itool=pubmed_docsum	n/a	71
541	9	Coulter-Mackie MB, Lian Q, Wong SG	2005	Overexpression of human alanine:glyoxylate aminotransferase in Escherichia coli: renaturation from guanidine-HCl and affinity for pyridoxal phosphate co-factor	41	18-26	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15802217&query_hl=19&itool=pubmed_docsum	n/a	71
542	10	Cho Y, Batt CA, Sawyer L	1994	Probing the retinol-binding site of bovine lactoglobulin	269	11102-11107	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8157636&query_hl=23&itool=pubmed_docsum	n/a	71
543	78	Sakono M, Ichinose H, Goto M	2003	Protein refolding in nanostructured reversed micelles including a molecular chaerpone	96	275-278	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16233521&query_hl=6&itool=pubmed_docsum	n/a	71
544	63	Langenhof M, Leong SSJ, Pattenden LK, Middelberg APJ	2005	Controlled oxidative protein refolding using an ion-exchange column	1069	195-201	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15830945&query_hl=8&itool=pubmed_docsum	n/a	71
545	6	Fisher RJ, Fivash M, Casas-Finet J, Erickson JW, Kondoh A, Bladen SV, Fisher C, Watson DK, Papas T	1994	Real-time DNA binding measurements of the ETS1 recombinant oncoproteins reveal significant kinetic differences between the p42 and p51 isoforms	3	257-266	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8003962&query_hl=18&itool=pubmed_docsum	n/a	71
546	8	Werner MH, Clore GM, Gronenborn AM, Kondoh A, Fisher RJ	1994	Refolding proteins by gel filtration chromatography	345	125-130	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8200443&query_hl=19&itool=pubmed_docsum	n/a	71
547	83	Singh N, Sijwali PS, Pandey KC, Rosenthal PJ	2006	Plasmodium falciparum: Biochemical characterization of the cysteine protease falcipain-2(prime)	112	187-192	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16337629&query_hl=22&itool=pubmed_docsum	n/a	71
548	73	Burns JM Jr, Belk CC, Dunn PD	2000	A protective glycosylphosphatidylinositol-anchored membrane protein of Plasmodium yoelii trophozoites and merozoites contains two epidermal growth factor-like domains	68	6189-6195	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11035724&query_hl=27&itool=pubmed_docsum	n/a	71
549	10	Burgess BR, Schuck P, Garboczi DN	2005	Dissection of merozoite surface protein 3, a representative of a family of Plasmodium falciparum surface proteins, reveals an oligomeric and highly elongated molecule	280	37236-37245	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16135515&query_hl=42&itool=pubmed_docsum	n/a	71
550	21	Assadi-Porter FM, Aceti DJ, Cheng H, Markley JL	2000	Efficient production of recombinant brazzein, a small, heat-stable, sweet-tasting protein of plant origin	376	252-258	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10775410&query_hl=6&itool=pubmed_docsum	n/a	71
551	21	Kahler AE, Nielsen FS, Switzer RL	1999	Biochemical characterization of the heteromeric Bacillus subtilis dihydroorotate dehydrogenase and its isolated subunits	371	191-201s	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10545205&query_hl=9&itool=pubmed_docsum	n/a	71
552	21	Kahler AE, Nielsen FS, Switzer RL	1999	Biochemical characterization of the heteromeric Bacillus subtilis dihydroorotate dehydrogenase and its isolated subunits	371	191-201s	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10545205&query_hl=9&itool=pubmed_docsum	n/a	71
553	9	Johnson DL, Middleton SA, McMahon F, Barbone FP, Kroon D, Tsao E, Lee WH, Mulcahy LS, Jolliffe LK	1996	Refolding, purification, and characterization of human erythropoietin binding protein produced in Escherichia coli.	7	104-113	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9172774&query_hl=12&itool=pubmed_docsum	n/a	71
554	9	Wu H, Gao J, Sharif WD, Davidson MK, Wahls WP	2004	Purification, foldig, and characterization of Rec12 (Spo11) meiotic recombinase of fission yeast	38	136-144	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15477092&query_hl=14&itool=pubmed_docsum	n/a	71
555	14	Chang L, Wu P, Chang C	1996	cDNA sequence analysis and expression of the a chain of beta-bungarotoxin from Bungarus multicinctus (Taiwan banded krait)	221	328-332	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=8619855&query_hl=1&itool=pubmed_docsum	n/a	71
556	9	Couceyro PR and Fritz T	32	Production of recombinant CART peptides in Escherichia coli with agonist and antagonist effects on food intake in rats	32	185-193	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14965763&query_hl=5&itool=pubmed_docsum	n/a	71
557	9	Cipakova I, Gasperik J, Hostinova E	2006	Expression and purification of human antimicrobial peptide, dermcidin, in Escherichia coli	45	269-74	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16125410&query_hl=22&itool=pubmed_docsum	n/a	71
558	20	Cho W, Sohn U, Kwak J	2000	Production and in vitro refolding of a single-chain antibody specific for human plasma apolipoprotein A-I	77	169-178	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10682277&query_hl=109&itool=pubmed_DocSum	n/a	71
559	121	Sharma A, Lambrechts A, Hao le T, Le TT, Sewry CA, Ampe C, Burghes AH, Morris GE	2005	A role for complexes of survival of motor neurons (SMN) protein with gemins and profilin in neurite-like cytoplasmic extensions of cultured nerve cells	309	185-197	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15975577&query_hl=15&itool=pubmed_docsum	n/a	71
560	9	Sharma S, Zhou Y, Singh BR	2006	Cloning, expression, and purification of C-terminal quarter of the heavy chain of botulinum neurotoxin type A.	45	288-95	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=16143544&query_hl=21&itool=pubmed_docsum	n/a	71
561	66	Shen YL, Xia XX, Zhang Y, Liu JW, Wei DZ, Yang SL	2003	Refolding and purification of Apo2l/TRAIL produced as inclusion bodies in high-cell-density cultures of recombinant Escherichia coli	25	2097-2101	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14969416&query_hl=24&itool=pubmed_docsum	n/a	71
562	88	Shenoy AR, Srinivas A, Mahalingam M, Visweswariah SS	2005	An adenylyl cyclase pseudogene in Mycobacterium tuberculosis has a functional ortholog in Mycobacterium avium	87	557-563	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=15908099&query_hl=31&itool=pubmed_docsum	n/a	71
563	8	Shin HH, Lee MH, Kim SG, Lee YH, Kwon BS, Choi HS	2002	Recombinant glucocorticoid induced tumor necrosis factor receptor (rGITR) induces NOS in murine macrophage	514	275-280	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11943165&query_hl=40&itool=pubmed_docsum	n/a	71
564	10	Simmons T, Newhouse YM, Arnold KS, Innerarity TL, Weisgraber KH	1997	Human low density lipoprotein receptor fragment. Successful refolding of a functionally active ligand-binding domain produced in Escherichia coli	272	25531-25536	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9325268&query_hl=42&itool=pubmed_docsum	n/a	71
565	2	Aruna B, Ghosh S, Singh AK, Mande SC, Srinivas V, Chauhan R, Ehtesham NZ	2003	Human recombinant resistin protein displays a tendency to aggregate by forming intermolecular disulfide linkages	42	10554-10559	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12962478&query_hl=9&itool=pubmed_docsum	n/a	71
566	14	Raghu P, Ghosh S, Soundarya K, Haseeb A, Aruna B, Ehtesham NZ	2004	Dimerization of human recombinant resistin involves covalent and noncovalent interactions.	313	642-646	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=14697240&query_hl=12&itool=pubmed_docsum	n/a	71
567	20	Juan CC, Kan LS, Huang CC, Chen SS, Ho LT, Au LC	2003	Production and characterization of bioactive recombinant resistin in Escherichia coli	103	113-117	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12814870&query_hl=1&itool=pubmed_docsum	n/a	71
568	7	Holloway DE, Harding SE, Marsh ENG	1996	Adenosylcobalamin-dependent glutamate mutase: properties of a fusion protein in which the cobalamin-binding subunit is linked to the catalytic subunit	320	825-830	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9003368&query_hl=1&itool=pubmed_docsum	n/a	71
569	7	Holloway DE, Harding SE, Marsh ENG	1996	Adenosylcobalamin-dependent glutamate mutase: properties of a fusion protein in which the cobalamin-binding subunit is linked to the catalytic subunit.	320	825-830	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=9003368&query_hl=11&itool=pubmed_docsum	n/a	71
570	10	Gaur D, Swaminathan S, Batra JK	2001	Interaction of human pancreatic ribonuclease with human ribonuclease inhibitor	276	24978-24984	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=11342552&query_hl=14&itool=pubmed_docsum	n/a	71
571	122	Daniels BB, Askew SL, van de Venter M, Oosthuizen V.	2005	Production of biologically active recombinant human soluble CD23 and its effect on PBMCs isolated from hyper-IgE blood.	234	146-53	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=retrieve&db=pubmed&list_uids=16083870&dopt=Abstract	n/a	2
572	36	Buchanan SK	1999	Overexpression and refolding of an 80-kDa iron transporter from the outer membrane of Escherichia coli	27	903-8	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=10830125&query_hl=1&itool=pubmed_docsum	n/a	2
573	9	Wright, E., and Serpersu, E. H.	2004	Isolation of aminoglycoside nucleotidyltransferase(2")-Ia from inclusion bodies as active, monomeric enzyme	35	373-380	n/a	n/a	653
574	123	Hidetoshi Akimoto, Tomoya Kinumi and Yoshihiro Ohmiya	2005	Circadian rhythm of a TCA cycle enzyme is apparently regulated at the translational level in the dinoflagellate Lingulodinium polyedrum.	20	479-489	http://jbr.sagepub.com/cgi/reprint/20/6/479	n/a	22
575	9	Mark JK, Smith S, Hefford MA	2007	Over-expression and refolding of MAP kinase phosphatase 3	999	999	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=pubmed	In press. [Epub ahead of print]	2
576	9	Mark JK, Smith S, Hefford MA	2007	Over-expression and refolding of MAP kinase phosphatase 3	999	999	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=pubmed	In press	2
577	9	Mark JK, Smith S, Hefford MA	2007	Over-expression and refolding of MAP kinase phosphatase 3	999	999	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=pubmed	In press	2
578	9	Kwasek A, Osmark P, Allhorn M, Lindqvist A, Kerstrom B, Wasylewski Z.	2007	Production of recombinant human alpha(1)-microglobulin and mutant forms involved in chromophore formation.	53	145-52	http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=pubmed&cmd=Retrieve&dopt=AbstractPlus&list_uids=17169572&query_hl=11&itool=pubmed_docsum	n/a	2
579	124	Swietnicki, W.	2006	Folding aggregated proteins into functionally active forms	17	367-372	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=16740384&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	876
580	9	Haidong Tan, Jinxia Wang, Zongbao (Kent) Zhao	2007	Purification and refolding optimization of recombinant bovine enterokinase light chain overexpressed in Escherichia coli	1	1		In Press	22
581	6	C. Y. Chen, K. Rojanatavorn, A. C. Clark, J. C. H. Shih	2005	Characterization and enzymatic degradation of Sup35NM, a yeast prion-like protein	14	2228-2235	http://www.ncbi.nlm.nih.gov/sites/entrez?db=pubmed&cmd=search&term=chen%20AND%20shih%20and%20prion	n/a	996
583	15	Chen FE, Kempiak S, Huang DB, Phelps C, Ghosh G.	1999	Construction, expression, purification and functional analysis of recombinant NFkB p50/p65 heterodimer	12	423-428	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=10360983&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	2
584	1	Ostermann N, Eder J, Eidhoff U, Zink F, Hassiepen U, Worpenberg S, Maibaum J, Simic O, Hommel U, Gerhartz B.	2006	Crystal Structure of Human BACE2 in Complex with a Hydroxyethylamine Transition-state Inhibitor	13	249-61	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=16305800&ordinalpos=20&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	2
585	125	Chen HM, Lin KY, Lu CH	2005	Refolding and activation of recombinant N-carbamoyl-D-amino acid amidohydrolase from Escherichia coli inclusion bodies.	40	2135-2141	http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6THB-4DJBS7H-4&_user=542840&_coverDate=05%2F01%2F2005&_rdoc=18&_fmt=full&_orig=browse&_srch=doc-info(%23toc%235278%232005%23999599993%23572983%23FLA%23display%23Volume)&_cdi=5278&_sort=d&_docanchor	n/a	996
586	1	Callaghan AJ, Jukka JP, Ilag LL, Grossmann JG, Chandran V, Kuhnel K, Poljak L, Carpousis AJ, Robinson CV, Symmons MF, Liusi BF	2004	Studies of the RNA Degradsome-organising Domain of the Escherichia coli Ribonuclease RNase E	340	965-979	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=15236960&ordinalpos=6&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	996
587	85	Camacho M, Rodreguez-Arnedo A, Bonete MJ	2002	NADP-dependant isocitrate dehydrogenase from the halophilic archaeon Haloferax volcanii: cloning, sequence determination and overexpression in Escherichia coli	209	155-160	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12007799&ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	996
588	26	Calero M, Mendez E, Garcia E	1995	Expression of the human complex-forming glycoprotein HC (alpha 1-microglobulin) in Escherichia coli.	1249	91-99	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=7539295&ordinalpos=5&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	996
589	12	Chiku Hiroyuki	2006	A novel protein refolding method using a zeolite	348	307-314	n/a	n/a	1045
590	126	 Chan YH, Cheng CHK and  Chan KM	2003	Recombinant goldfish growth hormones (gfGH-I and -II) expressed in Escherichia coli have similar biological activities	135	613-624	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=12890551&ordinalpos=10&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
591	127	 Chapdelaine Y and Hohn T	1998	The Cauliflower Mosaic Virus Capsid Protein: Assembly and Nucleic Acid Binding In Vitro	17	139-150	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=9857987&ordinalpos=9&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	1037
592	9	Taha H. Al-Samarrai, Christopher A. Kirka, William T. Jonesa, Dawn Harveya and Xiaolin Suna	2007	Expression in Escherichia coli and in vitro refolding of the plant transcription factor Arabidopsis thaliana RGL3	53	289-292	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=17317218&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	22
593	9	Raoa, PN.,  Yadaiaha, M., Royb, KR., Potua, H & Bhuyan, AK	2007	Cloning, E. coli expression, refolding, and ATP-binding properties of a WD40-deleted Apaf-1 isoform	56	220-228	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=17931885&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	22
594	10	Liu W, Wang D, Chen P, Halpern M.	1997	Cloning and expression of a gene encoding a protein obtained from earthworm secretion that is a chemoattractant for garter snakes.	272	27378-27381	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=9341189&ordinalpos=15&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	22
595	16	Liu M, Wang X, Yin C, Zhang Z, Lin Q, Zhen Y, Huang H	2006	One-step on-column purification and refolding of a single-chain variable fragment (scFv) antibody against tumour necrosis factor alpha	43	137-145	n/a	n/a	1042
596	128	Wang C, Wang L, Geng X	2007	Renaturation with simultaneous purification of rhG-CSF from Escherichia coli by ion exchange chromatography.	1	in press	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=ShowDetailView&TermToSearch=17634960&ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	n/a	996
